Edad,trabajo,estado_civil,educacion,saldo,credito_vivienda,prestamo,contacto,campaign,contactos_previos,poutcome,suscrito
53.0,self-employed,married,secondary,92083,no,yes,cellular,27.0,4.0,failure,yes
35.0,management,married,primary,38928,no,no,cellular,35.0,2.0004504098729843,success,yes
19.0,management,divorced,secondary,25885,no,no,cellular,28.0,1.0,nonexistent,yes
64.0,unemployed,married,tertiary,7291,yes,yes,telephone,41.0,1.0,nonexistent,no
37.0,self-employed,divorced,primary,54470,no,no,cellular,14.0,2.0,nonexistent,yes
28.0,admin,married,tertiary,62107,no,no,cellular,16.0,4.0,nonexistent,yes
59.0,self-employed,divorced,tertiary,67668,yes,yes,telephone,49.0,0.0,nonexistent,yes
19.0,unemployed,married,tertiary,95219,yes,yes,cellular,44.0,2.0,failure,no
46.18152922479251,student,single,tertiary,52929,no,no,telephone,5.0,2.0,nonexistent,yes
72.0,entrepreneur,divorced,tertiary,29869,no,no,cellular,32.0,2.0,nonexistent,no
54.0,entrepreneur,married,secondary,32031,yes,no,telephone,40.0,0.0,nonexistent,no
26.0,entrepreneur,single,tertiary,96519,yes,yes,cellular,39.0,0.0,nonexistent,yes
51.0,blue-collar,divorced,secondary,2776,yes,yes,telephone,6.0,0.0,success,yes
61.0,blue-collar,married,secondary,16724,no,yes,cellular,20.0,1.0,failure,no
52.0,admin,divorced,secondary,54858,yes,yes,telephone,38.0,1.0,success,yes
69.0,management,divorced,tertiary,12100,yes,yes,telephone,4.0,2.0,success,yes
41.0,unemployed,divorced,primary,58722,no,yes,telephone,49.0,3.0,success,no
34.0,unemployed,married,primary,97420,yes,no,cellular,12.0,2.0004504098729843,success,yes
27.0,blue-collar,married,tertiary,77468,yes,yes,telephone,9.0,3.0,failure,yes
63.0,services,divorced,primary,17640,yes,yes,cellular,11.0,4.0,nonexistent,no
49.0,entrepreneur,married,secondary,17560,no,no,cellular,35.0,3.0,nonexistent,no
34.0,entrepreneur,divorced,tertiary,4380,yes,yes,telephone,49.0,0.0,nonexistent,no
67.0,management,married,primary,45756,yes,yes,cellular,24.0,0.0,nonexistent,no
68.0,admin,divorced,tertiary,92365,no,no,telephone,41.0,1.0,failure,yes
34.0,student,divorced,secondary,27579,yes,yes,telephone,6.0,3.0,success,yes
31.0,admin,married,primary,93736,no,no,telephone,18.0,0.0,nonexistent,no
19.0,technician,divorced,secondary,87661,no,no,telephone,22.0,1.0,failure,yes
62.0,technician,divorced,primary,3655,no,no,cellular,42.0,2.0,nonexistent,no
42.0,student,divorced,tertiary,57451,no,yes,telephone,43.0,0.0,failure,yes
56.0,entrepreneur,divorced,primary,65984,no,yes,telephone,14.0,3.0,nonexistent,no
39.0,services,single,primary,20280,no,yes,telephone,20.0,2.0,success,yes
21.0,management,married,tertiary,15228,no,yes,telephone,15.0,1.0,success,yes
43.0,technician,married,primary,33739,no,yes,cellular,31.0,4.0,nonexistent,no
62.0,student,married,secondary,46720,no,no,cellular,1.0,2.0,nonexistent,no
40.0,self-employed,divorced,tertiary,68280,no,no,cellular,34.0,3.0,failure,yes
54.0,student,single,tertiary,38503,no,yes,telephone,2.0,2.0004504098729843,failure,yes
28.0,self-employed,married,secondary,12548,yes,no,telephone,36.0,0.0,success,no
23.0,unemployed,married,tertiary,0,yes,no,telephone,23.0,1.0,success,no
35.0,management,single,primary,35853,no,no,telephone,24.0,0.0,nonexistent,yes
38.0,unemployed,single,tertiary,72531,no,yes,telephone,46.0,4.0,nonexistent,yes
59.0,retired,single,secondary,22703,yes,yes,telephone,32.0,2.0,nonexistent,no
53.0,unemployed,single,tertiary,23527,no,yes,cellular,46.0,1.0,failure,yes
58.0,entrepreneur,married,secondary,98568,no,yes,cellular,13.0,0.0,success,no
46.18152922479251,services,single,tertiary,94966,yes,no,telephone,33.0,4.0,nonexistent,yes
46.18152922479251,admin,married,secondary,58982,yes,no,telephone,14.0,2.0,failure,no
54.0,unemployed,divorced,tertiary,48933,yes,no,telephone,17.0,4.0,nonexistent,no
42.0,technician,married,primary,59178,yes,no,cellular,16.0,3.0,failure,yes
55.0,blue-collar,married,secondary,58475,no,no,cellular,32.0,2.0,nonexistent,yes
40.0,management,divorced,tertiary,21241,no,no,telephone,43.0,4.0,failure,yes
39.0,admin,single,tertiary,39516,no,no,cellular,33.0,0.0,nonexistent,yes
38.0,student,married,tertiary,16628,yes,yes,telephone,3.0,4.0,nonexistent,yes
44.0,admin,divorced,primary,17367,yes,no,telephone,11.0,1.0,success,yes
74.0,admin,married,tertiary,9755,yes,no,telephone,43.0,1.0,success,yes
48.0,services,single,secondary,99029,no,yes,telephone,5.0,4.0,nonexistent,yes
23.0,blue-collar,single,tertiary,51751,yes,yes,telephone,47.0,3.0,success,no
44.0,admin,divorced,primary,85286,yes,yes,cellular,27.0,3.0,success,yes
57.0,services,married,tertiary,11025,yes,yes,telephone,16.0,2.0,failure,no
29.0,entrepreneur,single,secondary,58675,yes,yes,telephone,40.0,0.0,success,no
74.0,technician,single,tertiary,0,no,no,telephone,16.0,1.0,success,no
70.0,admin,married,primary,68762,yes,yes,cellular,22.0,2.0004504098729843,nonexistent,no
24.0,admin,married,tertiary,99132,yes,yes,telephone,4.0,1.0,success,yes
27.0,entrepreneur,single,tertiary,67524,no,no,telephone,32.0,4.0,failure,yes
62.0,management,single,secondary,Auto%#,no,yes,cellular,27.0,1.0,nonexistent,no
45.0,admin,married,tertiary,12239,no,yes,cellular,15.0,2.0,success,yes
63.0,retired,divorced,secondary,34046,no,yes,cellular,45.0,0.0,failure,no
19.0,student,married,secondary,16422,yes,yes,telephone,10.0,3.0,failure,no
71.0,unemployed,divorced,tertiary,19816,no,yes,telephone,34.0,0.0,success,yes
68.0,self-employed,single,secondary,4470,yes,no,cellular,26.0,1.0,failure,yes
70.0,management,married,tertiary,86997,yes,yes,telephone,8.0,1.0,failure,yes
53.0,self-employed,single,tertiary,0,no,no,cellular,16.0,3.0,failure,yes
68.0,student,single,primary,68297,yes,no,telephone,29.0,1.0,success,no
43.0,management,single,primary,19603,yes,no,telephone,32.0,1.0,nonexistent,yes
46.0,services,married,secondary,58522,no,no,cellular,21.0,1.0,nonexistent,yes
38.0,self-employed,single,secondary,54153,no,yes,telephone,32.0,0.0,success,yes
57.0,blue-collar,divorced,primary,19996,yes,yes,telephone,12.0,2.0,success,no
28.0,management,married,primary,37978,no,yes,cellular,48.0,3.0,success,yes
56.0,services,married,tertiary,39978,no,no,cellular,6.0,4.0,failure,no
57.0,self-employed,married,tertiary,38564,yes,yes,telephone,37.0,4.0,success,no
52.0,self-employed,married,tertiary,27999,no,yes,telephone,18.0,1.0,nonexistent,no
71.0,blue-collar,married,tertiary,29748,yes,no,telephone,48.0,0.0,success,no
51.0,self-employed,married,primary,59402,yes,yes,telephone,31.0,0.0,nonexistent,no
46.18152922479251,unemployed,single,tertiary,30331,no,no,cellular,35.0,1.0,nonexistent,no
64.0,technician,single,tertiary,42380,no,yes,cellular,3.0,3.0,failure,no
41.0,retired,single,primary,55743,no,yes,telephone,5.0,0.0,success,no
39.0,services,divorced,tertiary,97760,no,yes,telephone,33.0,1.0,success,yes
73.0,student,divorced,primary,62618,no,no,telephone,10.0,4.0,nonexistent,no
53.0,management,single,primary,5986,no,yes,telephone,3.0,0.0,nonexistent,yes
64.0,entrepreneur,married,tertiary,76682,yes,yes,cellular,11.0,1.0,nonexistent,yes
36.0,management,divorced,primary,97135,yes,no,telephone,28.0,0.0,success,no
69.0,blue-collar,divorced,secondary,58044,no,no,telephone,28.0,1.0,nonexistent,yes
60.0,self-employed,single,primary,74509,yes,no,telephone,9.0,0.0,nonexistent,no
34.0,unemployed,married,primary,50633,no,no,cellular,26.0,1.0,success,yes
60.0,unemployed,divorced,primary,18866,no,yes,cellular,10.0,0.0,failure,no
51.0,unemployed,divorced,secondary,16390,no,no,cellular,27.0,0.0,failure,no
26.0,retired,married,primary,39256,no,no,telephone,45.0,4.0,failure,yes
43.0,admin,married,secondary,37528,yes,yes,telephone,32.0,0.0,failure,no
26.0,technician,single,primary,53214,no,yes,telephone,22.0,4.0,success,yes
26.0,retired,single,tertiary,82999,no,yes,cellular,17.0,2.0,success,no
57.0,entrepreneur,divorced,primary,19662,no,no,cellular,49.0,0.0,failure,yes
34.0,self-employed,single,tertiary,-1990,no,no,cellular,25.0,2.0,success,no
18.0,services,divorced,primary,35648,yes,yes,cellular,26.0,3.0,nonexistent,no
42.0,entrepreneur,single,tertiary,25515,yes,no,cellular,5.0,0.0,failure,yes
60.0,technician,single,primary,74382,no,no,telephone,9.0,2.0,failure,yes
57.0,retired,married,primary,45258,yes,yes,cellular,44.0,2.0004504098729843,nonexistent,yes
59.0,student,married,secondary,58530,yes,yes,telephone,44.0,4.0,failure,yes
42.0,technician,divorced,secondary,26026,yes,no,telephone,24.0,2.0,success,no
52.0,self-employed,single,secondary,15207,no,yes,cellular,20.0,0.0,success,no
20.0,unemployed,divorced,primary,55028,no,yes,cellular,44.0,0.0,failure,yes
67.0,self-employed,divorced,secondary,35985,no,yes,telephone,25.131025957972806,4.0,nonexistent,no
54.0,retired,divorced,secondary,37854,yes,no,telephone,8.0,0.0,nonexistent,yes
61.0,unemployed,single,secondary,75842,yes,no,telephone,19.0,3.0,failure,no
61.0,blue-collar,married,primary,63848,no,no,cellular,35.0,4.0,success,yes
68.0,retired,divorced,primary,70207,no,yes,telephone,43.0,3.0,success,yes
55.0,technician,married,primary,33260,yes,yes,cellular,25.0,2.0004504098729843,failure,yes
51.0,self-employed,married,secondary,40905,no,no,telephone,17.0,4.0,success,no
61.0,management,single,primary,46114,no,no,cellular,39.0,0.0,failure,no
66.0,student,married,secondary,13224,yes,yes,cellular,39.0,3.0,success,yes
74.0,entrepreneur,married,secondary,38300,no,no,cellular,16.0,0.0,success,yes
66.0,services,married,secondary,25500,no,yes,telephone,14.0,0.0,failure,no
33.0,admin,divorced,primary,17841,yes,yes,cellular,2.0,3.0,failure,no
36.0,student,divorced,secondary,Auto%#,no,no,cellular,2.0,0.0,nonexistent,no
34.0,student,divorced,tertiary,96049,no,yes,cellular,42.0,3.0,failure,no
40.0,student,divorced,secondary,85426,no,yes,cellular,14.0,2.0004504098729843,success,yes
54.0,self-employed,single,tertiary,24870,yes,no,cellular,17.0,3.0,success,no
71.0,blue-collar,single,primary,99299,no,yes,cellular,44.0,3.0,nonexistent,no
33.0,technician,divorced,tertiary,50790,yes,yes,cellular,49.0,0.0,failure,no
25.0,self-employed,single,secondary,42327,yes,yes,cellular,36.0,0.0,failure,yes
42.0,self-employed,married,tertiary,27836,no,yes,telephone,47.0,2.0,nonexistent,no
43.0,entrepreneur,divorced,tertiary,96543,no,no,cellular,16.0,0.0,success,no
58.0,student,single,primary,37222,yes,yes,cellular,44.0,1.0,success,no
62.0,admin,single,secondary,92605,yes,no,telephone,7.0,1.0,failure,yes
43.0,admin,divorced,primary,40816,yes,no,cellular,45.0,0.0,failure,yes
64.0,admin,single,tertiary,39882,no,no,cellular,1.0,1.0,nonexistent,no
27.0,services,divorced,tertiary,61346,no,no,telephone,45.0,4.0,failure,yes
34.0,self-employed,divorced,primary,2999,no,no,cellular,1.0,2.0,nonexistent,no
40.0,entrepreneur,divorced,primary,22026,yes,no,telephone,12.0,4.0,failure,yes
43.0,entrepreneur,single,tertiary,-270,yes,no,cellular,25.0,3.0,failure,no
38.0,retired,divorced,secondary,56175,yes,no,cellular,23.0,2.0,success,no
39.0,self-employed,single,primary,66960,no,yes,cellular,25.0,2.0,nonexistent,yes
31.0,blue-collar,divorced,tertiary,36830,no,no,telephone,24.0,4.0,failure,no
32.0,admin,married,tertiary,93252,yes,no,telephone,10.0,3.0,failure,no
46.18152922479251,blue-collar,divorced,secondary,94762,no,no,telephone,2.0,4.0,failure,yes
24.0,admin,divorced,tertiary,65743,no,no,cellular,33.0,4.0,failure,yes
26.0,unemployed,single,primary,76567,yes,yes,cellular,37.0,4.0,nonexistent,no
65.0,self-employed,married,tertiary,Auto%#,no,no,telephone,2.0,4.0,success,yes
25.0,unemployed,divorced,tertiary,66904,no,no,cellular,4.0,3.0,success,no
40.0,retired,divorced,primary,65763,yes,yes,telephone,46.0,4.0,nonexistent,no
46.0,unemployed,married,tertiary,46522,no,yes,telephone,41.0,2.0004504098729843,success,no
35.0,services,single,secondary,63124,yes,no,telephone,38.0,1.0,nonexistent,no
48.0,blue-collar,single,primary,28322,no,no,telephone,23.0,4.0,nonexistent,yes
47.0,blue-collar,married,tertiary,10817,no,yes,cellular,12.0,1.0,failure,yes
69.0,unemployed,divorced,primary,44474,yes,no,cellular,44.0,0.0,nonexistent,no
56.0,entrepreneur,single,secondary,45130,no,no,cellular,24.0,2.0,nonexistent,yes
52.0,retired,single,primary,11226,yes,yes,telephone,29.0,0.0,nonexistent,yes
35.0,admin,divorced,secondary,29157,no,no,cellular,25.131025957972806,2.0,failure,no
59.0,services,married,primary,84300,no,no,telephone,28.0,3.0,failure,no
56.0,retired,married,primary,81740,no,no,cellular,15.0,1.0,failure,yes
34.0,student,divorced,tertiary,-1812,no,yes,telephone,10.0,1.0,success,no
31.0,technician,divorced,primary,93933,no,yes,telephone,34.0,1.0,success,no
48.0,unemployed,divorced,tertiary,7414,yes,no,cellular,29.0,4.0,nonexistent,yes
41.0,admin,married,tertiary,4746,no,no,cellular,31.0,2.0,success,no
52.0,student,single,primary,12331,no,yes,cellular,23.0,4.0,failure,yes
61.0,admin,divorced,tertiary,74790,yes,no,telephone,18.0,1.0,success,yes
62.0,admin,married,primary,73753,no,no,telephone,7.0,3.0,failure,no
20.0,admin,single,tertiary,35380,no,yes,cellular,9.0,4.0,failure,yes
43.0,blue-collar,married,secondary,25492,no,yes,cellular,3.0,4.0,success,yes
72.0,entrepreneur,married,secondary,96128,yes,no,telephone,45.0,0.0,nonexistent,no
56.0,management,single,primary,9447,yes,no,telephone,35.0,4.0,nonexistent,no
73.0,self-employed,single,tertiary,8998,yes,no,telephone,9.0,2.0,failure,no
66.0,self-employed,single,secondary,30801,yes,yes,telephone,17.0,0.0,success,no
21.0,student,married,secondary,22871,no,no,cellular,32.0,1.0,failure,no
46.0,admin,married,secondary,25076,no,yes,telephone,48.0,0.0,failure,yes
39.0,admin,single,tertiary,Auto%#,yes,yes,cellular,38.0,0.0,success,no
42.0,unemployed,divorced,primary,-571,no,no,telephone,28.0,4.0,success,no
30.0,technician,divorced,tertiary,8381,yes,yes,telephone,18.0,1.0,failure,no
35.0,blue-collar,divorced,tertiary,-13,no,no,cellular,6.0,2.0,failure,no
50.0,management,single,secondary,92855,yes,no,telephone,6.0,2.0,failure,yes
33.0,retired,married,tertiary,86191,yes,yes,telephone,17.0,0.0,failure,no
61.0,unemployed,divorced,secondary,75425,no,yes,telephone,33.0,2.0,success,no
19.0,technician,married,secondary,46477,yes,no,telephone,43.0,0.0,failure,yes
72.0,retired,divorced,tertiary,-453,yes,no,cellular,25.0,0.0,success,yes
51.0,student,divorced,secondary,52457,no,yes,cellular,16.0,3.0,failure,yes
30.0,self-employed,divorced,primary,3174,no,no,telephone,12.0,3.0,failure,yes
30.0,unemployed,single,primary,99870,no,no,cellular,9.0,4.0,success,yes
35.0,unemployed,married,primary,0,yes,yes,cellular,13.0,0.0,success,yes
49.0,technician,married,primary,1938,yes,no,telephone,1.0,0.0,nonexistent,no
52.0,retired,single,primary,58833,yes,no,telephone,31.0,4.0,failure,no
56.0,entrepreneur,single,primary,-529,no,yes,cellular,35.0,1.0,success,no
63.0,blue-collar,single,secondary,55155,no,yes,cellular,24.0,3.0,success,no
66.0,technician,divorced,primary,62305,no,no,telephone,25.131025957972806,1.0,failure,yes
70.0,student,divorced,secondary,91193,yes,no,cellular,44.0,2.0,nonexistent,no
61.0,self-employed,single,secondary,99716,yes,yes,cellular,30.0,4.0,failure,no
33.0,unemployed,married,tertiary,65928,yes,no,cellular,42.0,2.0,nonexistent,yes
61.0,services,single,tertiary,31744,yes,no,cellular,23.0,3.0,nonexistent,no
47.0,unemployed,single,secondary,73431,no,yes,cellular,49.0,4.0,failure,yes
42.0,unemployed,single,secondary,15255,yes,no,telephone,24.0,4.0,success,yes
46.18152922479251,admin,single,secondary,66945,yes,no,cellular,20.0,1.0,nonexistent,no
37.0,management,married,secondary,10744,no,no,cellular,45.0,4.0,nonexistent,no
18.0,self-employed,single,primary,78621,no,yes,cellular,13.0,4.0,success,no
47.0,blue-collar,divorced,tertiary,42467,yes,yes,cellular,17.0,2.0004504098729843,nonexistent,yes
66.0,blue-collar,single,secondary,18845,no,no,cellular,15.0,3.0,success,yes
20.0,retired,divorced,secondary,78272,no,no,telephone,4.0,2.0,nonexistent,no
31.0,unemployed,single,tertiary,529,yes,no,telephone,43.0,4.0,success,yes
73.0,services,single,secondary,41117,yes,yes,telephone,9.0,1.0,success,no
47.0,management,single,primary,54314,yes,no,cellular,48.0,3.0,success,yes
67.0,retired,married,secondary,24932,no,yes,telephone,3.0,3.0,success,yes
42.0,self-employed,single,primary,98885,no,yes,cellular,10.0,4.0,failure,no
65.0,self-employed,divorced,tertiary,20949,no,yes,cellular,37.0,1.0,nonexistent,yes
18.0,retired,married,tertiary,25569,yes,yes,telephone,29.0,0.0,failure,yes
70.0,self-employed,divorced,primary,54108,no,no,telephone,47.0,1.0,success,yes
63.0,unemployed,divorced,secondary,17318,yes,no,cellular,5.0,3.0,nonexistent,yes
32.0,entrepreneur,divorced,tertiary,16695,no,yes,cellular,47.0,2.0,failure,no
26.0,entrepreneur,single,primary,78704,yes,no,telephone,6.0,0.0,success,yes
32.0,admin,single,tertiary,35096,yes,yes,telephone,40.0,3.0,nonexistent,no
66.0,technician,married,secondary,84248,no,no,cellular,35.0,2.0,success,yes
74.0,student,single,secondary,83036,yes,no,cellular,5.0,0.0,success,no
41.0,blue-collar,divorced,primary,1747,no,no,telephone,15.0,1.0,nonexistent,yes
54.0,services,divorced,secondary,Auto%#,yes,no,telephone,39.0,0.0,nonexistent,yes
60.0,technician,divorced,primary,82371,no,no,cellular,24.0,1.0,failure,no
56.0,student,divorced,secondary,58411,yes,yes,telephone,2.0,3.0,nonexistent,yes
73.0,entrepreneur,single,tertiary,6963,no,yes,cellular,19.0,4.0,success,yes
63.0,admin,single,primary,0,no,no,telephone,45.0,2.0,nonexistent,yes
41.0,technician,divorced,primary,81031,no,yes,telephone,18.0,0.0,failure,no
30.0,unemployed,single,primary,76134,yes,no,cellular,45.0,3.0,failure,yes
42.0,management,married,primary,74457,yes,yes,telephone,23.0,2.0,success,yes
24.0,student,divorced,tertiary,40241,no,no,telephone,25.131025957972806,2.0,failure,no
69.0,self-employed,married,primary,93789,yes,no,cellular,41.0,3.0,nonexistent,yes
21.0,technician,divorced,tertiary,83505,yes,yes,cellular,1.0,0.0,failure,yes
25.0,student,divorced,primary,87521,yes,no,telephone,6.0,1.0,failure,no
37.0,blue-collar,divorced,secondary,45232,yes,no,cellular,1.0,0.0,failure,no
46.0,management,single,primary,9020,yes,yes,telephone,18.0,1.0,success,yes
71.0,unemployed,married,primary,33141,yes,no,cellular,27.0,1.0,nonexistent,no
70.0,blue-collar,single,secondary,27461,no,yes,cellular,48.0,3.0,nonexistent,no
63.0,unemployed,married,secondary,13344,no,yes,cellular,45.0,1.0,failure,yes
